text,label
"Ab heute wird beim Evangelischen Kirchentag in Nürnberg gefeiert. Der wird gebetet, natürlich. Der wird die Kirche gelebt. Rund hundert tausend Menschen werden deutschlandweit erwartet, darunter natürlich auch viele aus Baden-Württemberg und das Interesse an der Kirche, dass es bei sehr, sehr vielen vorhanden. Andere wiederum können mit dieser Institution gar nichts anfangen oder nur wenig. Wir haben uns mal bei ihnen am Bodensee umgehört, welche Rolle die Kirche in ihrem Leben dort spielt. Ich gehe ab und zu zu Kirche, und ich finde es okay, die Gemeinschaft einfach mal das Innehalten mal. Und Da kommt nicht wofür auch Messdiener, aber auch gerne Messdiener. Aber mittlerweile sehe ich es eigentlich jetzt er kritisch. Ich finde die Moralvorstellungen der Kirche eigentlich gut, weil die Gesellschaft in der Zwischenzeit immer egoistischer wird. Von daher finde ich eigentlich die Grundwerte wichtig, auch ein Teil der zehn Gebote das sollst nicht stehlen. Du sollst nicht ja eh brechen. Jetzt vielleicht nicht München eine große Rolle für jeden Sonntag, wenn es gelten. Die Kirche schrieb mir ein gewisser Halt ich bin schon gläubig, und ich habe es auch nicht seine Küche geheiratet und finde ich schon schön, dass man was gemeinsames hat, wo man daran glaubt, also von der Ich halte gar nichts. Was die Kirche heute hier mit uns treibt und macht, finde ich unwürdig. Es ist sehr politisch geworden. Also, ich war das letzte Großeltern. Diamantene Hochzeit hat nun, das war halt auch nur wegen, den bin aus der Kirche ausgetreten. So müsste einfach mod erner werden, auch vergehen, ahnten öffentlich und auch nicht nur unter den Tisch kehren, wird es mit Sicherheit wieder weniger Austritte verzeichnen. Also ich bin katholisch erzogen worden und geht deshalb immer noch gerne in die Kirche, um einfach auch eine Katze aufzustellen und an Libyen Menschen zu denken und Schutz, vielleicht vor allem Menschen zu bitten. Das ist ein Ruhepol. Stimmen vom",6
"Wir wissen mittlerweile, dass auch diejenigen, die geimpft sind und sich infizieren, Long Covid entwickeln können, auch wenn das Risiko etwas gesenkt ist. Wir wissen, dass diejenigen, die schon infiziert waren und sich dann wieder infizieren, dann bei der zweiten Infektion Long Covid entwickeln können, auch wenn das Risiko etwas gesenkt ist. Und wir wissen auch, dass es so ist, das nach einer Long Covid Episode an Covid wiederkommen",5
"Den Künstlernamen legte er sich in einer Zeit zu, als er mit Ende 20 begann, für das Magazin Stern als Cartoonist zu ar beiten. Auf den Hund gekommen, später noch Reinhold das Nashorn Reinhold elegant in Schale will zur höchsten Weltzentrale. Doch ein derber Russen Schuh scheint zurzeit hier letzter Klub. In seiner produktivsten Phase schuf Loriot unvergessene Sketsche fürs Fernsehen, zumeist gemeinsam mit seiner kongenialen Partnerin Evelyn Hamann. Ob die Nudel, das Jodeldiplom, das Frühstücksei, der Kosakenzipfel es hört nie auf, lustig zu sein Lottogewinner einst die erste, bitte Herr Lindemann, genau wie eben. Und ganz entspannt Könnten sie vor dem Hühnerkacke bitte keine Pause machen. Zickezacke Hühnerkacke und die Betonung ist auf Hühner, Kacke, Zicke Zacke Hühnerkacke. Sein Wirken umfasst Klassiker des deutschen Humors. Lotto-Millionär Lindemann, Opa Hoppenstedt, Herr Müller-Lüdenscheidt, Viktor Dornberger, Wum und Wendelin Wer eine kleine Wochen Das, was ich versuche, ist, nur einen ganz kleinen Schritt daneben zu sein, um deutlich zu machen, wie groteskes eigentlich ist, was wir täglich Die Gefahr kommt. Klein das Bild hängt schief, Und auch das gehört zu Loriot und den Deutschen. Die Aufnahme von Redewendungen in den alltäglichen Sprachschatz. Die Ente bleibt draußen. Zweites Foto bei Sonnenaufgang oder früher war mehr Lametta. Ich habe die Original Drehbuchseite von ihm, wo man noch sieht, was da vorher stand. Da stand nämlich vorher ein anderer Satz mit Lametta, früher TomTom Punkt wo ist denn das Lametta? Was hat er denn jetzt wieder gesagt? Fischers Fritz fischt frische Fische",0
"Bienen sind so Flugobjekte, aber keine unbekannten Flugobjekt. Die sind sehr wichtig für unser Ökosystem. Ich weiß, dass, wenn Bienen einstechen, was dann der Stachel abbricht und die dann tot sind. Ich weiß, dass sie sehr nützlich sind für die  Bestäubung der Pflanzen zum Spiel. Und jetzt wird es noch spannender, wie viel Honig sammelt denn so eine Honigbiene in ihrem Leben Zigtausende von Litern? Eine einzige Biene. Ich glaube schon bestimmt fünf K. O. Dann hätten wir Honig ohne Ende. Audi müsse erst mal Nektar sammeln, damit es Honig produzieren. Wieviel kommt dann bei rum? Ja, wahrscheinlich erstaunlich wenig. Ein bis zwei Teelöffel wohl in ihrem Leben. Und es ist aber wirklich sehr wenig, wo wir gerade bei Zahlen sind. Wie viele Bienen befinden sich denn im Sommer? Wohlgemerkt in einem Bienenvolk hunderte. Also ich meine, ich war mal an einem Bienenstock. Haben sie n icht durchgezählt? Nein, so weit bin ich nicht gegangen. Also im Sommer. Bienenvolk, 40 bis 60.000. Ob das hätte ich jetzt nicht gedacht. Okay, krass. Wie lang lebt so ein fleißiges Arbeitsbienchen. Ich würde sagen maximal ein Jahr zehn Wochen knapp daneben ist auch vorbei. Sechs bis sieben Wochen. So kurz leben die nur, und wieviele Augen hat so eine Biene? Sie stellen Fragen er zwei ne sechs, zwei oder sechs acht Kattas denn Facettenaugen daliegen sie schon mal richtig. Das sind zwei Facettenaugen da. Und drei kleine Punkt Augen",6
"Bayer will bei seinem Häutchen süße Stückchen Golden Spargel verwunderlich noch V strahlt sehr viel Ruhe aus. Dabei gab es viele Kapriolen in seinem Leben. 13 Jahre lang hat der gelernte Maler auf der Straße gelebt, hinzu kamen Alkoholprobleme. Dennoch hat er sich immer wieder für verschiedene soziale Initiativen engagiert Ich Hauptschule war es geschafft. Auf das war also, womit viele bewundern oder sagen, desto stellen sie bis heute noch nicht, wie ich das hingebracht habe. Seit 2021 hat Harry Pfau wieder eine Wohnung. Dass er es aus der Obdachlosigkeit herausgeschafft hat, verdankt er nicht nur seinem eigenen Kampfgeist, sondern auch hilfsbereiten Menschen. Deshalb will er selbst auch anderen helfen. Zu mir sind Leute gekommen, denn nach kurzer Zeit ja, eine Studentin. Ich muss jetzt noch zwei Wochen überleben. Ich hab nix daheim zum Essen. Ich weiß nicht, wie ich überleben soll. Dann bin ich so ein Riesensack Nudeln gehabt. Zehn Kilo voll hab ich hier noch so eine Kiste, wo Soßenpulver drin. Ich V und seine mit Helferinnen und Helfer betreiben den Stand seit August 2020. Seine Kundschaft schätzt das Angebot. Wir wissen schon viele, die haben eigentlich dann schon die Möglichkeit, auch könnten bei sich in der Stadt zu Tafel gehen, mache es aber nicht. Bekommen Sie lieber hier, wenn hier bist du wieder eine Müll. Dort kennt ich halt die gucken. Wir sagen, wir haben zwischendurch ganz normale Leute immer ein ganz normaler Job haben, die sagen uns reicht, das Geld auch nicht mehr zu melden. Man sehe den Betroffenen die Armut nicht an, betont Harry Pfau. Anzugträger seien bei seiner Kundschaft keine Seltenheit. Seine Bude, die in vielen als Kummerkasten, Ja, da kann man schon echt. Spitzenklasse ohne Kohletochter, dann Schafe, die im Endeffekt irgendwo Hoffnung und Motivation und dass es weitergeht, Sagt ein Kund e, der anonym bleiben möchte. Mehr als 107.000 Menschen haben Harris Bude schon besucht. V. Zeigt auf einen Mann, der wenige Meter entfernt im Schlafsack liegt. Es ist dann doch noch mehr wie nur Lebensmittel verteilen. London hier festgestellt wird es wieder trüben. Gibt es jetzt einmal, verschläft hier wir haben dann schon Leute, wo er auch von der Straße kommen oder auch andere Sachen. Und die kommenden herrscht nun Schwaab, Saakaschwili, iselmar, der herrschte Informationen und muss sich hinwenden  kann. Harry Pfau ist stolz darauf, dass er Menschen helfen kann, die so in Not sind, wie er es einmal war. Doch er stellt fest es gibt noch viel zu",0
"In Reutlingen ploppen heute Abend die Korken, denn da startet der Reutlinger Herbst, das Reutlinger Weindorf rund um die Marienkirche im Herzen der Stadt mit bis zu 60.000 Gästen wird gerechnet in den nächsten zweieinhalb Wochen. Da gibt es natürlich viele Weine über hundert Sorten zum trinkt aber den Reutlinger Wein, den die Stadt selbst anbaut, de r wird nicht ausgeschenkt. Davon gibt es nämlich zu wenig. Aber immerhin. Um Reutlinger Hausberg Ahram wird noch Wein angebaut und wies den Trauben und Reben gerade geht in diesem Wetter wechselhaften Jahr. Das haben der Oberbürgermeister und der Weinfachmann Gerd Aldinger aus Fellbach heute überprüft. Ingemar Körner hat beobachtet, ist jetzt live am Achalm Breinberg Ingemar. Wie geht es dem Wein? Na, wenn es denn geht wie mir, dann schwitzt er gerade ordentlich vor sich hin. Die Sonne prallte nämlich auf den Weinberg. So wie es sein soll, stelle ich mir vor oben auf der Achalm sind die spärlichen Reste der Burgruine. Unter uns verläuft der Scheibengipfeltunnel, rechts und links sind die Villenviertel von Reutlingen, und unten liegt die Stadt. Der Wein hat hier eine gute Lage, denke ich als Laie. Für mich sieht er so mittel gesund aus. Ein paar dicke, pralle, dunkelblaue und grüne Trauben, ein paar, aber auch klein und vertrocknet. Gerhard Aldinger ist erfahrener Wengerter, gilt als Weinpapst und hat die Reben genauer begutachtet. Herr Aldinger, wie gesund sieht der Reutlinger Wein wirklich Aus? Die Reben hinweg sind ausgesetzt, aber der Hagel hat sie halt absolut zunichte gemacht. Als ich würde sagen das ist 90 Prozent schade und habe den Vorschlag macht also da. Große Selektion ist schwierig. Ich würde die ganze Handpressen gucken, dass er ein bisschen Rose rausläuft, und das war's dann. Dieses Jahr hatten wir anfangs viel Feuchtigkeit, dann war es trocken, und in den vergangenen Wochen hatten wir viel Sonne und Regen im Wechsel. Herr Aldinger ist dieses das perfekte Weinjahr? Das war ein Jahr ist jedes Jahr so, wie es ist und erregen kann, im letzten Moment zur rechten Zeit, in der rechten Menge. Wenn noch mehr wäre es zu Argen. Die Beere Glawe, die wir uns so dick wurde, das war perfekt eigentlich. Und auch die Anlage ist perfekt bewirtschaftet Gräser. Nur wenn der Hagel kam, dann ist es halt kaputt. Und das ist das Problem hier in dem Weinberg. Der Weinberg liegt zwar im Grünen, trotzdem in der Stadt, und natürlich hat Reutlingen eine große Weinbau. Historie das war hier früher sehr wichtig, schon seit dem Mittelalter. Nur der Anbau kostet auch Geld heutzutage, Herr Aldinger, wie sinnvoll ist das denn heute noch, hier Wein anzubauen? Wie gut ist dieser Ort? Grundsätze Lich die Lage finde ich perfekt. Das ist ein reiner Südwesthang. Es ist ein kalkhaltiger Boden. Die Streckung ist ideal, sodass man auch vollmechanisiert bewirtschaften kann. Es ist ein Kulturgut. Wein gehört zu Reutlingen, genauso wie zu Tübingen. Die Stände früher waren die Handwerker und die Wengerter, die waren die wichtigsten Leute eigentlich hier in der Region. Und es wäre eine Todsünde, wenn man diesen Weinberg hier aufgeben würde. Während wir den Weinen angucken, ist unten in der  Altstadt rund um die Marienkirche schon alles aufgebaut für das Reutlinger Weinfest. Los geht es da um 17 Uhr. Mit dabei ist dann auch Oberbürgermeister Thomas Keck, Herr Keck. Wie sehr freuen Sie sich eigentlich auf dieses Weinfest jetzt nach der Corona, Pandemie Eines Weindorf hinter dieses Jahr zum sechsunddreißigsten? Mahlstedt natürlich freue ich mich darauf, denn es ist eine schöne Zeit. Wir beginnen ja praktisch im Sommer schon. Sehen Sie ja, das geht ja nie den Frühherbst hinein. 14 Tage lang gibt es gute Kulinarik und erlesene Tropfen. Also Vorfreude auf erlesene Tropfen bei OB Keck. Vermutlich geht es vielen Weinfans hier in der Gegend. So ein paar tausend sind wahrscheinlich heute schon am ersten Tag dabei, beim Weindorf Reutlinger Herbst, Ingemar Körner live von der Achalm, also vermutlich wenig Wein am Weinberg Sommer halte dafür genug Wein im Reutlinger Weindorf startet heute bis zum neun. September werden in den Weindorf Lauben der Weindorfwirte da Leckereien zum Essen und Trinken sehr",4
"Ja einmal ein Superheld sein oder eine Superheldin. Davon haben viele schon mal geträumt. Aber für den acht jährige Niklas aus Hochstetten bei Bad Kreuznach ist dieser Traum wahr geworden. Denn Niklas kann sich in die Superheldenfigur Black Panther verwandeln, aus dem gleichnamigen Film zumindest so ein bisschen wie er. Das macht mit einer speziellen Armprothese, einer sehr speziellen Stylisten Armprothese, denn der Junge ist körperlich beeinträchtigt. Seine neue Prothese findet er richtig super. Sie sieht ja geil auf. Es ist ein bisschen wie Weihnachten und Geburtstag. Zusammen vor dem achtjährigen Niklas liegt eine schwarz-goldene Armprothese. Unterarm und Hand sind dem Disney-Film Black-Panther nachgebildet. Ich habe mir den genauso vorgestellt, das schön, und er ist auch nicht so schwer wie die andere. Mit Prothesen kennt Niklas sich aus. Der junge, dunkelblond kräftig hat eine angeborene Fehlbildung des rechten Armes. Dieser endet am Ellbogen in einem Stummel. Die Hand fehlt. Bisher hatte er dafür eine normale Prothese. Aber die ist schwerer, kann nicht so viel wie der roboterähnliche Superhelden Arm. Und natürlich sieht sie nicht so cool aus. Niklas ist das erste Kind in Deutschland, das so einen Superhelden Arm bekommt. Der kostet fast 50.000 Euro und soll ihm helfen, Dinge zu tun, für die man beide Hände braucht. Ein Reißverschluss zu machen, zum Beispiel oder Fleischschneiden. Aber das ist nicht der einzige Grund, warum er ihn braucht. Denn an sich kommt Niklas auch ohne Prothese klar. Er kämpft weniger gegen seine Behinderung als vielmehr dagegen, wie die Menschen in seinem Umfeld damit umgehen. Zum Beispiel in seiner Schulklasse. Sie hatten zum Menetekel Kartoffel gesagt du bist dumm, und am meisten hatten wir das Licht gefallen, das mit dem Mittelfinger und danach. Im den nächsten Pause hat mich einer die Rutsche runtergeschubst. Immer wieder wird Niklas gehänselt wegen seiner Behinderung, sagt Niklas Mutter Conny Kaluza Also ich ab hier, von den Kindern auch zu hören gekriegt. Wir wollen nicht mit einem Sparkurs spielen, dessen Beginn die also so richtige Schimpfwörter. Das Mobbing hinterlässt Spuren. Der an sich fröhliche und aufgeweckte Junge zieht sich zurück. Wechselt die Schule hier läuft es etwas besser und mit dem Black Panther Arm soll end gültig Schluss sein mit den Hänseleien, hofft Niklas Mutter. Wir haben auch eigentlich die Hoffnung, dass er dadurch ein bisschen mehr akzeptiert wird, dass er halten von den Kindern dazu ausgeschlossen wird. Selbst Mama sagt So richtig überzeugt klingt das noch nicht. Aber Niklas ist eine Kämpfernatur, so wie der schwarze Panther, dem seine Prothese nachempfunden ist. Steuern tut der Zweitklässler die neue Prothese über Muskelanspannung im Oberarm. Er trainiert dafür jeden Tag, denn bevor er sie mitnimmt in die Schule, will er sie richtig gut beherrschen. Und a m meisten wünscht er sich, dass seine Mitmenschen ihn auch ohne das Hightech akzeptieren, so wie er ist. Den achtjährigen Niklas hat SWR vier Reporterin Natalie Akbari besucht. Und wie dieser Black-Panther Arm aussieht, das können Sie auf unserer Internetseite nachschauen. Unter SWR vier. DE Streik Strich Mannheim",0
"Swr vier Rheinland-Pfalz Rader Scheidt der Patient, dem die Ärzte vertrauen Nehmen Sie bitte noch einen Moment Platz im Wartezimmer? Ja, gerne die Spanier, Profi, Patient, und jetzt habe ich Sonnenbrand, Sonnenbrand hier im Nacken. Bei mir geht das ja ganz schnell. Ich gehöre ja zu den ganz hell, also bei der Haut, damit die Scheil außer Sonne rauskomme. Da muss die Sonnencreme aber schon mehrere Faktoren haben mindestens 40 Umdrehungen mal will ja nicht so aussehen wie die Engländer in den ganzen Hotels in Egypt. Das Rote Me er heißt ja auch nur so Valois, den Engländern. Kollektiv im Sand, die Sonnencreme ausgegangen ist wie bei der Karin meiner Cousine. Die ist beim Stricken von einer Kindersocken im Garten eingeschlafen. Schön im Bikini. Auf dem Liegestuhl saß sie über die fast fertige Soccer auf dem Bauch, da drunter die gekreuzten Stricknadeln. Und dann schien da zwei Stunden lang die Sonne drauf. Ja, wie hat er da hinterher drei Wochen lang die Piratenflagge auf der Haut, und die Kinder hatten Spaß? Ja, das kann schnell passieren. Gerade jetzt, wo der Sommer ja noch mal ihr Kommen ist. Nichts entspannt. Doch so wie ein lauer Abend auf der Terrasse, schön unterm Sonnenschirm, ja, hab ich auch gemacht. Nach Mo hatte ich nichts mitgekriegt, dass sich die Erde ja nicht nur um die Sonne, sondern die Sonne auch um den Sonnenschirm dreht, um was der Shutdown im Tagesverlauf ja eine Wanderung unternimmt von meinem Nacken weg, rüber zum Blumenbeet und in der Nacht. Arabische Daniel spürt, was der Sommer noch einmal ihr Kommen war, und zwar an dem Brand im Nacken. Ja, und da habe ich gedacht da gehst du Direktor wieder zur Vorsorge Veganertum schwarzen Hautkrebs. Der kommt ja Dusche, Sonne unter Vorsorge kostet nix, und du musst nicht extra zum Hautarzt dafür. Nee, dort kann auch der Hausarzt gucke. Ja, das haben wir uns ja jetzt gesetzlich festgelegt. Dass auch die Hausärzte denn Hautkrebs erkennen können. Das kam vor der Hausärzte auch ganz überraschend. Hybrid Hunde können und was auch den Hautkrebs erkennt ja Tapissier letztens im Wartezimmer einer Zeitung gelesen. Hunde riechen das, und Hunde haben sogar eine bessere Trefferquote aus Hausärzte also. Man könnte sagen der Medizin ist auf den Hund gekommen. Arzu bleiben Sie gesund, weil dies besser. Rader Scheidt, der Patient, dem die Ärzte Vertrauen von und mit Lüder Woudenberg jeden Mittwoch bei SWR vier, Rheinland-Pfalz",2
"Lieber Thomas Jensen, lieber Holger Hübner, ich schreibe Ihnen einen Brief, damit Sie sich freuen. Der Metal Fan ist in seiner massivsten Erscheinungsformen so etwas wie eine invasive Art. Er wandert ein, vermehrt sich explosionsartig und hat praktisch keine natürlichen Feinde. Die Eingeborenen Wackener kommen in der Festivalwoche sehr gut mit ihren Gästen zurecht. Aber die Wiesen des Dorfes, die tun sich schwer unter der Last von 65.000 Menschen Plus mitgebrachte Bierkästen. Der Sommerregen fällt zuverlässig in Schleswig-Holstein und schafft unverwechselbare Bilder. Menschen, die im Matsch rutschen, quetschen oder einfach versuchen, zum Dixie-Klo zu kommen, was unter diesen Umständen ein Mikroabenteuer ist. Der Matsch macht aus Wacken ein Bällebad in dunkelbraun. Nur muss hier niemand abgeholt werden. Die meisten haben einen Führerschein. Ja, auch auf andere Festivals fällt der Regen, aber der Match zahlt auf Wacken ein. Es sind ja sowieso harte  Zeiten für große Musikfeste. Personal, Technik, Künstler alles wird immer teurer. Auch der Strom und mit der akustischen Gitarre sind Wacken und die anderen nicht zu beschallen. Kleinere Festivals sind unter den Lasten schon eingeknickt und mussten aufgeben für Sie, lieber Thomas Jensen und Liebe Holger Hübner wurde im vergangenen Jahr ihr Markenzeichen zur Bedrohung. Es wollte einfach nicht aufhören zu regnen in Wacken der Match verschluckte alles. Sie haben sogar einen Anreise Stopp verhängt. Diesmal arbeiten sie mit sogenannten mobilen Baustraßen aus Aluminium, verlegt von einer schwäbischen Spezialfirma, die sichere Zufahrtswege mit hoher Traglast verspricht. Die Folgen dieser Entscheidung werden im kommenden Jahr zu besichtigen sein. Behält Wacken seinen guten Ruf als Hauptstadt des Matsches zur Notfall Image-Rettung und als arbeitsplatzerhaltende Maßnahme, könnten sie und ihre Mitarbeiter mit der Schubkarre doch noch Match holen. Die Nordsee ist ja zum Glück nicht weit. Es grüßt Sie herzlich, Ihr Fan",2
"Sommerferien, AfD,  Olympia, AfD am Montag fängt der Ernst des Lebens wieder an. Bach, Rosa, Aldi Klotzke ist strapaziert. Ja, ich weiß nicht alle, aber zumindest viele. Zwar halte gut aus, rät zum Faulenzen. Gel. Sport ist schließlich ehrenwert, sach und aufgetautes aufgewärmt und Staub Butze muss mal lange schlafe. Kam er dann abends auch besser? Baltimore vom Cooke Mi zehn so müde, dass ich zum Beispiel der 100-Meter-Lauf vom Bolt verpennt habe und erste Stunde später from Gewitter wach geworden bin. Ach, alles immer was ja spannender wie ein Krimi, des die Lilli Schwarzkopf von des Siebenkampf Athletin wohl Stund auf ihr Silbermedaille hat. Warten müsse bald die von der Jury, die fies verwechselt hatte und das Match von nebendran die Linie überdrehter hat oder bei uns sei Ruder-Achter Bruma bei 30 Grad sogar Gänsehaut create hat. Oh und unser Schwimmer Eis kann doch nicht jeden Phelps sein. Ich habe sie alle bewundert und an die Turner Fass Moggis, wo sie schon mancher von uns der Finger im Salbe Depesche Gebrauch erhält. Auch ich hätte gerne alle Medaille umgehängt. C, um die die Manager am Stufenbarren getarnt habe. Da hat es doch bei mir am Telefon gestellt, und Main Schwester war dran. Almut weiß Zulauf wie du damals beim Stufenbarren dein Sport-Abi vergeigt, hast Jesus Maria und Josef Ziesmer gleich wieder in die Knochen gefahren. Geräte, Turnier, das war für mich so schlimm wie Mathe und Physik zusammen. ID Lehrer habe damals Alvi aufgereiht in der Turnhalle gehockt und mein heiß geliebter Englischlehrer in der erste Reihe und wie ich am oberste Holmer gehängt habe, der Koch nach ohne hab ich dann doch auf einmal genau. In dem sei auch geguckt auch, und Schatten Lachanfall create und der Rest von der Klasse hat laut gekichert. Und dann die Donnerstimme von der Turnlehrerin. Danke, Almut Ullrich, das war's, beziehungsweise das war nix mangelhaft Tode still in der Halle in Turner fünf, aber in Englisch immer eins. Weil ich nur für den Lehrer gepaukt",2
"Lange Schlangen vor dem Bürgerbüro in Stuttgart von Vertrauen ist da wenig zu spüren. Es funktioniert nichts mehr in Deutschland. Die Wartezeiten, die sind wirklich unterirdisch. Ja, ich finde es schade. Also, das erleben wir ja nicht nur hier. Das erleben wir in ganz Deutsc hland auch was ich finde es schade, dass der Staat da nicht mehr richtig Pflichten nachkommt. Der Frust ist groß. Vor allem in den großen Städten sind die Behörden aktuell chronisch überlastet. Das zeigt die aktuelle Umfrage des SWR in Zusammenarbeit mit der Uni Konstanz. Viele dort sagen es liegt vor allem daran, dass wenige Mitarbeiter zu viele Aufgaben übernehmen müssen. Aber das ist nicht überall, so. SWR drei Reporter Christian Giese-Kessler hat in Rheinland-Pfalz in den ländlichen Regionen nachgefragt. In der Regel heißt es, dass zumindest in den Bürgerbüros alle Stellen besetzt sind. Und auch wenn Stellen mal frei werden, können sie meistens innerhalb weniger Monate neu besetzt werden. Das wirkt sich natürlich auf Wartezeiten und Termine aus. So gut wie alle ländlich geprägten Verbandsgemeinden haben uns  zurückgemeldet, dass Termine in aller Regel innerhalb einer Woche vergeben werden können. Wer ohne Termin kommt, muss ein bisschen warten, meistens aber nicht länger als eine Stunde. Kurze Wartezeiten verspricht auch Freiburg, weil die Mitarbeiter im Bürgeramt dort anders eingesetzt werden. Amtsleiterin Christina Schoch meint, das liege vor allem daran, Dass wir relativ genau berechnen und kalkulieren können, welche Dienstleistungen wann in welchem Ausmaß ab gerufen wird. Und durch die Organisation, die wir haben. Wie schaffen wir es, die Leute pünktlich Feierabend haben in der Regel wir sind so organisiert, dass, wenn man in Urlaub geht und wieder kommt, dass dann die Kolleginnen und Kollegen in der Zwischenzeit die Sachen abgearbeitet haben. Also wenn ich aus dem Urlaub komme, habe ich keine 200 Mails oder auf dem Schreibtisch. Sie meint aber auch, dass das nicht in allen Ämtern gleich gut machbar sei. Mitarbeiter im Baurechtsamt zum Beispiel. Die hätten mit sehr viel komplexeren Gesetzen zu tun, da helfe das bessere Personalmanagement nicht so viel. Deswegen wendet sich Christina Schoch auch an die Politik, die ja die Gesetze macht, nach denen die Behörden dann handeln müssen. Natürlich auch. Gesetzgebung sei kein einfacher Job. Aber Wenn ich Sachen politisch beschließe, die dann in der Umsetzung so komplex sind, dass sie den Bürgerinnen und Bürgern einfach mehr Arbeit macht und mehr Aufwand, dann denken wir auch, was soll das jetzt ist? Produziert die Verwaltung wieder einen Wasserkopf, braucht vier Stellen mehr, um irgendetwas umzusetzen, was vermeintlich gerecht ist, aber am Ende nicht gerecht sein kann. Dann müssen eben beide Seiten voneinander lernen. Was sind für die Zwänge, in denen jeder deckt und in welche A uswirkungen hat? Das finde ich Sachen politisch beschließe wie die Verwaltungsumsetzung. Und dann gibt sich Freiburg auch optimistisch in Richtung Bürgerinnen und Bürger. Mit gutem Recht. Übrigens. In einer bundesweiten Auswertung von Bürgerämtern waren die Freiburgerinnen und Freiburger auffällig zufrieden mit der Behörde, ihrer Stadt, Des Freundes über jeden und jeder, der hier einen guten Service kriegt und denn vielleicht und sagt naja, ist doch nicht alles so schlecht. Und es es gibt auch noch Stellen, wo es wirklich gut läuft und dass wir auch bisschen um Verständnis werben. Wenn es mal nicht gut läuft, es einfach bisschen mehr Transparenz schaffen. Was bei uns passiert in der Behörde. Und ich glaube, wenn man Transparenz schafft und da offen ist und miteinander spricht, dann kann Vertrauen auch wieder entstehen oder verbessert. Wer",1
"Es ist wieder die Zeit der Bibi, Hasen und der Baby Real, die Wildtiere in Baden-Württemberg. Die bekommen gerade ihre Jungnitz um diese Jahreszeit. Allerdings das kann auch gefährlich sein für die jungen Tiere. Denn die Rehkitze sind oft im hohen Gras, und das wiederum müssen die Bauern jetzt mähen. Nadja Heininger ist Jägerin in Tübingen und versucht, Rehkitze vor den Mähmaschinen in Sicherheit zu bringen. Ja, dabei durfte er ausnahmsweise jetzt die Schulklasse ihrer Tochter Lena über die Schulter schauen. SWR eins Reporter Marcel Wagner Der Tag beginnt heute ziemlich früh. Für die zwei a der Tübinger Eisfachschule Punkt 7 Uhr stehen Zoe Lena und ihre Klassenkameraden am Waldrand bereit. Jägerin Nadja Heininger hat die Kinder vorab extra in der Klasse besucht, um die Rehkitzrettung gut vorzubereiten. Zoe und Lena wissen deshalb, worauf es jetzt ankommt, Dass wir leise sind und dass wir das Kitz nicht anfassen. Das mit dem leise sein ist aber erst mal so eine Sache. Die gut 15 Grundschüler haben Abenteuer Witterung aufgenommen und stampfen aufgeregt in Richtung der hochgewachsenen Wiesen. Dort, weiß Jägerin Nadja Heininger, bringen jetzt die ersten Rehe ihre Kitze zur Welt, die im vermeintlichen Schutz reglos liegen bleiben und genau dadurch in Gefahr geraten. Doch zum Glück, erzählt die Jägerin, funktioniert die Partnerschaft mit den Bauern in der Region sehr gut Also je nachdem wann gemäht wird. Da ruft dann da Landwirt bei uns an bei den Jägern und dann Tagen, die um wie viel Uhr. Und dann gehen wir eine Stunde vorher raus und fliegen dann die Wiese ab. Und wenn was drin liegt, dann bringen wir das Kitz in Sicherheit an Rand und lassen es dann kleinerer Mann wieder raus. Als Nadja Heininger auf einem Feldweg schließlich Drohne und Bildschirm aufstellt, steigt die Spannung, werden die Kinder heute ein Kitz zu sehen bekommen. Und tatsächlich schon nach kurzem Flug zeigt die Wärmebildkamera einen weißen Punkt in der Wiese. Nadja Heininger zoomt mit der Videokamera näher, und plötzlich ist im hohen und dichten Gras auf dem Bildschirm ein kleines geflecktes Rehkitz zu erkennen. Ich gebe mir drauf, Aus Angst, das kleine zu erschrecken. Bleiben Zoe, Lena und ihre Freunde jetzt tatsächlich mucksmäuschenstill. Um ihren Geruch nicht zu übertragen, hebt Nad ja Heinecker das kleine Kids mit Handschuhen und Grasbüscheln aus seinem Versteck. Nach kurzem Schreck schreit das Kitz nach seiner Mutter, die tatsächlich aus den Büschen heransausen. Das Kitz springt aus den Armen der Jägerin und verschwindet mit dem Muttertier in Sicherheit. Ein kurzer Moment bloß. Doch die Kinder haben viel gelernt, Was die Kekse richtig dies sind, dass sie klein sind, örtlich groß. Ich dachte mir einen größer geschrieben. Hat es sofort die Mutter gekommen. Cool Ja, da die Mama ganz genau aufgepasst. Sehr schön. Dieses kleine Rehkitz ist in Sicherheit ein Video von der Rehkitzrettung gibt es online bei uns SWR eins. De",4
